Interviewee's name,Mentioned Name,Start_location,End_location,Sentence
Joanna McClelland Glass,William,1491,1498,"In literature, even in high school we had a great deal of Shakespeare, William Wordsworth, [Samuel Taylor] Coleridge,  Percy Bysshe Shelley, things that most Americans don’t run into unless they’re in pretty fancy prep schools."
Joanna McClelland Glass,Samuel,1512,1518,"In literature, even in high school we had a great deal of Shakespeare, William Wordsworth, [Samuel Taylor] Coleridge,  Percy Bysshe Shelley, things that most Americans don’t run into unless they’re in pretty fancy prep schools."
Joanna McClelland Glass,Taylor,1519,1525,"In literature, even in high school we had a great deal of Shakespeare, William Wordsworth, [Samuel Taylor] Coleridge,  Percy Bysshe Shelley, things that most Americans don’t run into unless they’re in pretty fancy prep schools."
Joanna McClelland Glass,Cole,1527,1531,"In literature, even in high school we had a great deal of Shakespeare, William Wordsworth, [Samuel Taylor] Coleridge,  Percy Bysshe Shelley, things that most Americans don’t run into unless they’re in pretty fancy prep schools."
Joanna McClelland Glass,Shelley,1552,1559,"In literature, even in high school we had a great deal of Shakespeare, William Wordsworth, [Samuel Taylor] Coleridge,  Percy Bysshe Shelley, things that most Americans don’t run into unless they’re in pretty fancy prep schools."
Theodore Petry,Kelly,16,21,"I’m Cindy Kelly, Atomic Heritage Foundation, and I’m in Orland Park, Illinois."
Theodore Petry,Theodore,135,143,"It is Tuesday, March 13, 2018, and I have with me Theodore Petry."
Theodore Petry,Frank,227,232,"Theodore Frank Petry, Jr."
Theodore Petry,Arthur,1287,1293,What is his name? His name is Arthur F.
Theodore Petry,Frederick,1298,1307,", Frederick Petry."
Theodore Petry,Barbara,1365,1372,"Did you have other siblings? Yes, I had a sister, Barbara Jean Petry."
Theodore Petry,Jean,1373,1377,"Did you have other siblings? Yes, I had a sister, Barbara Jean Petry."
Roger Stover,Levy,14,18,I’m Alexandra Levy with the Atomic Heritage Foundation.
Roger Stover,Roger,103,108,"I’m here in Florida on December 28, 2017, with Roger Stover."
Roger Stover,Dwight,1756,1762,"There was a rush on at this time to complete all of the nuclear testing before the end of October, when [President Dwight D."
Roger Stover,Holmes,2130,2136,Holmes & Narver out of Los Angeles was the lead contractor for taking care of people there.
William J. Nicholson,Kelly,10,15,"I’m Cindy Kelly, Atomic Heritage Foundation, and it’s Tuesday, March 13, 2018."
William J. Nicholson,William,128,135,"I’m in Orland Park, Illinois, and I have with me William Nicholson."
William J. Nicholson,Nicholson,136,145,"I’m in Orland Park, Illinois, and I have with me William Nicholson."
William J. Nicholson,Joseph,235,241,", Joseph Nicholson."
William J. Nicholson,Wiley,1699,1704,"I was always interested in aviation and aeronautics, and the achievements and feats of many of the World War I pilots and the prestigious pilots of the day, like Wiley Post and others like him."
William J. Nicholson,Rita,1928,1932,"Rita High School, because they had an aeronautical engineering course."
Gordon Garrett,Gordon,152,158,Gordon Garrett.
Gordon Garrett,Garrett,159,166,Gordon Garrett.
Gordon Garrett,Merrill,1087,1094,": Could you tell me your parents’ names? : My father was Merrill Garrett, and my mother was Margaret Garrett."
Gordon Garrett,Margaret,1122,1130,": Could you tell me your parents’ names? : My father was Merrill Garrett, and my mother was Margaret Garrett."
Harris Mayer,Harris,42,48,"I’m here with Harris Mayer in Los Alamos, New Mexico."
Harris Mayer,Mayer,49,54,"I’m here with Harris Mayer in Los Alamos, New Mexico."
Harris Mayer,Boris,1097,1102,"I was with my coworker, Boris Jacobson."
Harris Mayer,Jacobs,1103,1109,"I was with my coworker, Boris Jacobson."
Harris Mayer,Maria,1159,1164,"We were led by the head of our opacity group, Maria Goeppert-Mayer, later in 1963, Nobel Physics Laureate."
Harris Mayer,Harold,1240,1246,"Suddenly, Professor Harold Urey, head of the Chemistry Department, and close friend of Maria and her husband, Joe Mayer, appeared from his nearby office."
Harris Mayer,Joe,1330,1333,"Suddenly, Professor Harold Urey, head of the Chemistry Department, and close friend of Maria and her husband, Joe Mayer, appeared from his nearby office."
Harris Mayer,Edward,1546,1552,"Not physically present then, but much in my mind, was Professor Edward Teller."
Harris Mayer,New,1730,1733,"Then, she would not have to leave her husband to come out to New Mexico."
Harris Mayer,Rosa,1924,1928,"Even more important than a second father, remaining behind in the opacity group was a very young woman, Rosalie Ann Holtsberg."
Harris Mayer,Ann,1932,1935,"Even more important than a second father, remaining behind in the opacity group was a very young woman, Rosalie Ann Holtsberg."
Harris Mayer,Holt,1936,1940,"Even more important than a second father, remaining behind in the opacity group was a very young woman, Rosalie Ann Holtsberg."
Martin Mandelberg,Kelly,10,15,I’m Cindy Kelly.
Martin Mandelberg,Martin,88,94,"I’m in Washington, DC, and I have with me Martin Mandelberg."
Robert S. Norris,Enrico,391,397,"Bohr and his fellow scientist, Enrico Fermi, and others announced it to the assembled and immediately everyone knew that something very significant had happened and possibly even something very fearful, in that this new discovery could be turned into a form of energy, a vast destructive power."
Robert S. Norris,Albert,1499,1505,"Can you talk about Albert Einstein and his letter to Roosevelt? After this new knowledge had become widespread among the scientific community, a few of them decided that something was going to have to be done to alert the government and alerteach other about the implications."
Robert S. Norris,Einstein,1506,1514,"Can you talk about Albert Einstein and his letter to Roosevelt? After this new knowledge had become widespread among the scientific community, a few of them decided that something was going to have to be done to alert the government and alerteach other about the implications."
Robert S. Norris,Roosevelt,1533,1542,"Can you talk about Albert Einstein and his letter to Roosevelt? After this new knowledge had become widespread among the scientific community, a few of them decided that something was going to have to be done to alert the government and alerteach other about the implications."
Robert S. Norris,Leo,1757,1760,"Leo Szilard, a Hungarian refugee who had made his way to the United States, Edward Teller, also Hungarian, got together and decided that they would alert the most famous scientist of the day, Albert Einstein."
Robert S. Norris,Edward,1833,1839,"Leo Szilard, a Hungarian refugee who had made his way to the United States, Edward Teller, also Hungarian, got together and decided that they would alert the most famous scientist of the day, Albert Einstein."
Robert S. Norris,Alexander,2175,2184,"Through an intermediary, a man named Alexander Sachs, they got the letter delivered to Roosevelt."
Robert S. Norris,Sachs,2185,2190,"Through an intermediary, a man named Alexander Sachs, they got the letter delivered to Roosevelt."
Victor Kumin,Victor,53,59,"This recording is of Victor Kumin, and it is being made at his home in Warner, New Hampshire."
Victor Kumin,Wilson,1256,1262,"My advisor was a professor of physical chemistry, Ebright Wilson Jr."
Victor Kumin,Woods,2084,2089,"He offered me an opportunity to join him on the staff of a laboratory at Woods Hole, Massachusetts, which was being established by the group that he was working with at Harvard, on the development of systems of understanding underwater explosions, but they couldn’t begin to have information on large detonations, because of the limitations of the campus."
Krik Krikorian,Lucy,129,133,"I was born in Harput, Turkey in 1921, January of 1921, to Hachig and Lucy Krikorian."
Krik Krikorian,Mike,393,397,"where my brother Mike was born –Miak, the Armenian name – in 1924 or 1925."
Krik Krikorian,Cunningham,1378,1388,Cunningham and Mr.
Krik Krikorian,Fields,1397,1403,"Fields, Burnham Fields and Mr."
Krik Krikorian,John,1890,1894,"From there, I spent three years making high-purity uranium with John Hertzog and Bill Chynoweth and Ray Powell."
Krik Krikorian,Bill,1907,1911,"From there, I spent three years making high-purity uranium with John Hertzog and Bill Chynoweth and Ray Powell."
Krik Krikorian,Ray,1926,1929,"From there, I spent three years making high-purity uranium with John Hertzog and Bill Chynoweth and Ray Powell."
Krik Krikorian,Powell,1930,1936,"From there, I spent three years making high-purity uranium with John Hertzog and Bill Chynoweth and Ray Powell."
Krik Krikorian,Gladys,2041,2047,"Part of our team also included Gladys and Bob Dunlap, who came in from Union Carbide in New York at the time."
Krik Krikorian,Bob,2052,2055,"Part of our team also included Gladys and Bob Dunlap, who came in from Union Carbide in New York at the time."
Philippe Halban,Kelly,13,18,": I am Cindy Kelly, and this is Thursday, December 14, 2017."
Philippe Halban,Philippe,94,102,"I’m in Geneva, Switzerland, with Philippe Halban."
Philippe Halban,Hal,103,106,"I’m in Geneva, Switzerland, with Philippe Halban."
Philippe Halban,Ritter,1290,1296,"He was called “Ritter von,” but not Blumenstock."
Mary Brennan,Kelly,10,15,"I’m Cindy Kelly, Atomic Heritage Foundation."
Mary Brennan,Mary,100,104,I am in Santa Fe with Mary Brennan.
Mary Brennan,Brennan,105,112,I am in Santa Fe with Mary Brennan.
Mary Brennan,Dorothy,393,400,We are here in this wonderful house that Dorothy McKibbin built.
Mary Brennan,Joseph,874,880,"She married Joseph McKibbin, who had been a stockbroker in New York City."
Mary Brennan,Katherine,1763,1772,She then proceeded to build a house with the assistance or the design work of Katherine Stinson Otero.
Clifton Truman Daniel,Kelly,12,17,: I’m Cindy Kelly.
Clifton Truman Daniel,Clifton,148,155,"I have with me a special guest, Clifton Truman Daniel, who is here in Washington, D."
Clifton Truman Daniel,Truman,156,162,"I have with me a special guest, Clifton Truman Daniel, who is here in Washington, D."
Clifton Truman Daniel,Daniel,163,169,"I have with me a special guest, Clifton Truman Daniel, who is here in Washington, D."
Clifton Truman Daniel,Margaret,527,535,: And your mother is? : Mother was Margaret Truman.
Peter Malmgren,Peter,17,22,My name is Peter Malmgren.
James Hershberg,Kelly,14,19,"I’m Cindy Kelly, Atomic Heritage Foundation."
James Hershberg,James,103,108,"It is November 15, 2017, and I have with me Professor James Hershberg."
James Hershberg,Gordon,211,217,"James, G for Gordon, Hershberg, H-E-R-S-H-B-E-R-G."
James Hershberg,Otto,887,891,"government of the feasibility of using uranium for military purposes, after the discovery by [Otto] Hahn and [Fritz] Strassmann, with help from Lise Meitner, at the end of 1938 that the atom could be split."
James Hershberg,Hahn,893,897,"government of the feasibility of using uranium for military purposes, after the discovery by [Otto] Hahn and [Fritz] Strassmann, with help from Lise Meitner, at the end of 1938 that the atom could be split."
James Hershberg,Fritz,903,908,"government of the feasibility of using uranium for military purposes, after the discovery by [Otto] Hahn and [Fritz] Strassmann, with help from Lise Meitner, at the end of 1938 that the atom could be split."
James Hershberg,Albert,1255,1261,"Very famously, in the summer of 1939 as Europe appeared headed for war, the most famous scientist in the world, Albert Einstein, signed a letter to President [Franklin] Roosevelt, that he had been urged to send by three Hungarian émigré physicists, who were very concerned that the Germans might already be working on an atomic bomb."
James Hershberg,Einstein,1262,1270,"Very famously, in the summer of 1939 as Europe appeared headed for war, the most famous scientist in the world, Albert Einstein, signed a letter to President [Franklin] Roosevelt, that he had been urged to send by three Hungarian émigré physicists, who were very concerned that the Germans might already be working on an atomic bomb."
James Hershberg,Franklin,1302,1310,"Very famously, in the summer of 1939 as Europe appeared headed for war, the most famous scientist in the world, Albert Einstein, signed a letter to President [Franklin] Roosevelt, that he had been urged to send by three Hungarian émigré physicists, who were very concerned that the Germans might already be working on an atomic bomb."
James Hershberg,Roosevelt,1312,1321,"Very famously, in the summer of 1939 as Europe appeared headed for war, the most famous scientist in the world, Albert Einstein, signed a letter to President [Franklin] Roosevelt, that he had been urged to send by three Hungarian émigré physicists, who were very concerned that the Germans might already be working on an atomic bomb."
James Hershberg,Alexander,2230,2239,"The famous version of it was from the intermediary Alexander Sachs, a Wall Street financial person, that Roosevelt handed the letter to his aides: “This needs action."
James Hershberg,Sachs,2240,2245,"The famous version of it was from the intermediary Alexander Sachs, a Wall Street financial person, that Roosevelt handed the letter to his aides: “This needs action."
Mary Kennedy,Mary,92,96,I have with me Mary Whittlesey Kennedy.
Mary Kennedy,Kennedy,108,115,I have with me Mary Whittlesey Kennedy.
Jim Eckles’ Interview,Kelly,13,18,": I am Cindy Kelly, Atomic Heritage Foundation."
Jim Eckles’ Interview,Jim,109,112,I am with Jim Eckles.
Valeria Steele Roberson,Willie,1048,1054,"First my grandfather came, Willie Strickland."
Nancy Bartlit,Nancy,11,16,My name is Nancy R.
Nancy Bartlit,Beth,1298,1302,"They asked people in the community, Beth Agnew, what to do."
Nancy Bartlit,Leslie,1678,1684,"Originally, it was going to be in Fuller Lodge, but it was moved over to where it is today in the little log cabin, which was the place where Leslie Groves stayed when he came to visit [J."
Nancy Bartlit,Robert,1725,1731,Robert] Oppenheimer and see what was going on.
Jon Hunner,Kelly,10,15,"I’m Cindy Kelly in Los Cruces, New Mexico and it’s December 7, 2017."
Jon Hunner,John,84,88,I have with me John Hunner.
Jon Hunner,Jon,169,172,My name is Jon Hunner.
Jon Hunner,Robert,590,596,Robert] Oppenheimer calledJ.
Suzanne Langsdorf,Kelly,12,17,: I’m Cindy Kelly.
Suzanne Langsdorf,Suzanne,129,136,I have with me Suzanne Langsdorf.
Suzanne Langsdorf,Lang,137,141,I have with me Suzanne Langsdorf.
Suzanne Langsdorf,Dean,1337,1341,"He was an electrical engineer, Dean Langsdorf."
