interviewee,part_name_related_profiledata,start,end,sentence,sentence_index,absolute_start,absolute_end,Name_NER,Final_Name
Albert Bartlett,Acker,54,59,"So I went to his office and he said, “I’ll have Major Ackerman design a concrete base for the tow.",190,19044,19049,['Ackerman'],['Ackerman']
Albert Bartlett,Acker,44,49,He’s a concrete expert.” So I went to Major Ackerman’s office and told him what I thought we wanted.,191,19132,19137,['Ackerman'],['Ackerman']
Albert Bartlett,Bartlett,330,338,"But you got to know the names of people who were at the lab, because they had a public address system throughout all the buildings—I don’t know, fifty buildings or whatever—and if I couldn’t get you on the telephone when I dialed, then I could call the operator and say, “Would you please page Cindy Kelly, and ask her to call Al Bartlett?” And so you would hear these names all the time, daily.",171,17250,17258,"['Cindy Kelly', 'Al Bartlett']",['Al Bartlett']
Albert Bartlett,Nier,111,115,"They got Bob Thompson to look at this, because Bob had worked at the University of Minnesota with Professor Al Nier, and Nier had developed a very versatile type of mass spectrometer.",57,6284,6288,"['Bob Thompson', 'Bob', 'Al Nier']",['Al Nier']
Albert Bartlett,Brixner,31,38,"I was taken on there by Berlyn Brixner, who was head of the photographic group, where they had high-speed cameras.",82,8269,8276,['Berlyn Brixner'],['Berlyn Brixner']
Albert Bartlett,Geiger,90,96,"He was in charge of the group going out, and he and Jack Aeby and Clayton Hooter and Bill Geiger and I were sort of—oh, there’s one other fellow—the group that went out to the Pacific.",83,8442,8448,"['Jack Aeby', 'Clayton Hooter', 'Bill Geiger']",['Bill Geiger']
Albert Bartlett,Bob,0,3,Bob Thompson had been charged with setting up a mass spectrometer to look at the isotopes of plutonium that were coming down from the Hanford reactors.,47,4726,4729,['Bob Thompson'],['Bob Thompson']
Albert Bartlett,Bob,11,14,They hired Bob Thompson—or he was already there.,56,6136,6139,['Bob Thompson'],['Bob Thompson']
Albert Bartlett,Bob,40,43,"Those measurements were made—I remember Bob Thompson telling me how amazing it was that somebody in [Emilio] Segrè’s group had some sample of plutonium and had an ionization chamber, looking for fission counts.",49,5333,5336,"['Bob Thompson', 'Emilio] Segrè’s']",['Bob Thompson']
Albert Bartlett,Bob,14,17,"I worked with Bob Thompson and a third person joined our group, who was Donald Swinehart.",160,16124,16127,"['Bob Thompson', 'Donald Swinehart']",['Bob Thompson']
Albert Bartlett,Bob,50,53,"They had eight counts, if I recall correctly, and Bob said, “Think of it,” he says.",52,5832,5835,['Bob'],['Bob']
Albert Bartlett,Bob,3,6,So Bob knew about setting up these spectrometers and operating them.,58,6359,6362,['Bob'],['Bob']
Albert Bartlett,Bob,0,3,Bob was very much like a father to me.,62,6675,6678,['Bob'],['Bob']
Albert Bartlett,Don,0,3,Don had just finished his PhD in physical chemistry at Ohio State.,161,16199,16202,['Don'],['Don']
Albert Bartlett,McKibbin,18,26,There was Dorothy McKibbin at the front desk there in the office.,24,2550,2558,['Dorothy McKibbin'],['Dorothy McKibbin']
Albert Bartlett,Emil,24,28,I think it’s now in the Emilio Segrè collection at Los Alamos.,246,24213,24217,['Emilio Segrè'],['Emilio Segrè']
Albert Bartlett,Fermi,12,17,"If [Enrico] Fermi was lecturing, the same thing.",225,22180,22185,['Enrico] Fermi'],['Enrico] Fermi']
Albert Bartlett,Franco,144,150,He’d been a volunteer—was it the Lincoln Brigade or something like this?—of people from outside Spain who’d gone there to fight against General Franco.,305,30130,30136,['Franco'],['Franco']
Albert Bartlett,Geo,76,79,"They didn’t have a ski tow, so one of the big-time skiers who was there was George Kistiakowsky, who was very high in the administration.",182,18458,18461,['George Kistiakowsky'],['George Kistiakowsky']
Albert Bartlett,Geo,35,38,We heard a motor coming up; it was George Kistiakowsky with a GI driver and two or three of his friends.,212,20907,20910,['George Kistiakowsky'],['George Kistiakowsky']
Albert Bartlett,Geo,0,3,George wanted something better.,189,18959,18962,['George'],['George']
Albert Bartlett,Geo,49,52,"There was a genuine shortage, and here, here was George—he had his vehicle going up and skiing up and down.",221,21861,21864,['George'],['George']
Albert Bartlett,Harry Daghlian,105,119,"In room forty in our dorm—go up the east staircase, turn right and it’s the first door on your right—was Harry Daghlian.",277,27042,27056,['Harry Daghlian'],['Harry Daghlian']
Albert Bartlett,Harry,14,19,"I got to know Harry; he had his undergraduate degree, I think from Purdue University.",278,27071,27076,['Harry'],['Harry']
Albert Bartlett,Jack,4,8,"And Jack hollers over to me, he said, “Al, do you know which box we put the bomb in?” And the sailors were a little more careful after that.",87,8867,8871,['Jack'],['Jack']
Albert Bartlett,John,107,111,"I wrote to the librarian who I know and I told him, I said, “I’m 99.9% sure that that picture was taken by John Miller.” John was working in the lab next door to where I worked.",248,24459,24463,"['John Miller', 'John']","['John Miller', 'John']"
Albert Bartlett,William,21,28,"Her husband was John Williams, who was a big physicist from the University of Minnesota.",34,3357,3364,['John Williams'],['John Williams']
Albert Bartlett,William,5,12,John Williams was the group leader of the group that ran the Van der Graaf machines from the University of Wisconsin.,166,16455,16462,"['John Williams', 'Graaf']",['John Williams']
Albert Bartlett,William,46,53,"I think administratively, we were put in John Williams’s group.",165,16433,16440,['John Williams’s'],['John Williams’s']
Albert Bartlett,John,0,4,John had a tragic situation later.,254,24788,24792,['John'],['John']
Albert Bartlett,Kistiakowsky,39,51,"The rope wasn’t very good, and I think Kistiakowsky was able to get a rope some place for the rope tow.",194,19383,19395,['Kistiakowsky'],['Kistiakowsky']
Albert Bartlett,Louis Slotin,112,124,"In room thirty-nine—there was a turnover in these rooms, not a great deal—but, for a while in room thirty-nine, Louis Slotin lived there.",301,29830,29842,['Louis Slotin'],['Louis Slotin']
Albert Bartlett,Miller,109,115,"But we got to know him; I was lecturing back at Harvard in summer school for several years and we rented the Miller house, before he died.",265,26093,26099,['Miller'],['Miller']
Albert Bartlett,Niels,28,33,"One Sunday at the ski hill, Niels Bohr was there.",237,23451,23456,['Niels Bohr'],['Niels Bohr']
Albert Bartlett,Niels,0,5,"Niels Bohr would just get on with his poles and he would pole up to the top of the hill by himself, and then he would ski down.",241,23760,23765,['Niels Bohr'],['Niels Bohr']
Albert Bartlett,Niels,70,75,He and I were together that day taking pictures on the ski slope when Niels Bohr was there.,250,24616,24621,['Niels Bohr'],['Niels Bohr']
Albert Bartlett,Norma,82,87,"This was at the time, ironically, of the Battle of the Bulge, following D-Day and Normandy.",218,21552,21557,['Normandy'],['Normandy']
Albert Bartlett,Paul,69,73,"My physics professor who was head of the department there, Professor Paul Gleason, he was scouting around for jobs.",15,1413,1417,['Paul Gleason'],['Paul Gleason']
Albert Bartlett,Feynman,13,20,"If [Richard] Feynman was lecturing, the lab would come to a stop.",224,22116,22123,['Richard] Feynman'],['Richard] Feynman']
Albert Bartlett,Robert,69,75,My first interview with regard to what to do scientifically was with Robert Bacher.,37,3789,3795,['Robert Bacher'],['Robert Bacher']
Albert Bartlett,Robert,27,33,Did you end up working for Robert Bacher?,158,15972,15978,['Robert Bacher'],['Robert Bacher']
Albert Bartlett,Robert,39,45,"One was not a group leader, but it was Robert Thompson.",46,4710,4716,['Robert Thompson'],['Robert Thompson']
Albert Bartlett,Roy,68,71,"Then across the hall from me in room thirty-seven, for a while, was Roy Glauber, who was one of the very young physicists—very, very outstanding—and he received a Nobel Prize last year in physics.",309,30485,30488,['Roy Glauber'],['Roy Glauber']
Albert Bartlett,Hill,9,13,Sawyer’s Hill is no longer the ski site.,199,19868,19872,['Sawyer’s Hill'],['Sawyer’s Hill']
Albert Bartlett,Werner,90,96,"So you’d hear this message come out over the loudspeakers all over the lab and say: “Will Werner Heisenberg please report to the director’s office?” And everyone would chuckle, and then go back to work.",174,17805,17811,['Will Werner Heisenberg'],['Will Werner Heisenberg']
Alex Wellerstein,Alex,2,6,": Alex Wellerstein, W-E-L-L-E-R-S-T-E-I-N, and it’s just Alex, nothing fancy.",3,146,150,"['Alex Wellerstein', 'Alex']","['Alex Wellerstein', 'Alex']"
Alex Wellerstein,Alex Wellerstein,37,53,"I’m Cindy Kelly, and we have with us Alex Wellerstein.",1,76,92,"['Cindy Kelly', 'Alex Wellerstein']",['Alex Wellerstein']
Alex Wellerstein,Alex,11,15,"Thank you, Alex.",5,240,244,['Alex'],['Alex']
Alex Wellerstein,Gest,25,29,They had worked with the Gestapo; they knew what bugging was about.,294,30001,30005,['Gestapo'],['Gestapo']
Alex Wellerstein,Glenn,0,5,"Glenn Seaborg, when he discovered it, gave it the atomic abbreviation of Pu, not Pl, and it was partially as a joke because plutonium was so difficult and so nasty to work with so it’s Pu Plutonium is a manmade substance.",37,3922,3927,['Glenn Seaborg'],['Glenn Seaborg']
Alex Wellerstein,Heisenberg,5,15,"Now, Heisenberg wasn’t a Jew, but they dubbed him a “White Jew” for a while, and some people tried to get him fired or worse, you know, very high consequences.",284,28637,28647,['Heisenberg'],['Heisenberg']
Alex Wellerstein,Heisenberg,211,221,"It was partially because he was so eminent, but also because of the fact that physics was looking like it might be very important in the war, the Nazi state was willing to look the other way and say, “You know, Heisenberg, you can be one of us.",285,29002,29012,['Heisenberg'],['Heisenberg']
Alex Wellerstein,Heisenberg,34,44,"After, the other scientists say, “Heisenberg, are you just saying this because you didn’t make one and you think you’re wrong?” He said, “No, that’s not why I’m saying this.” Eventually though, they start giving more information, and by the next day, he’s ready to give a lecture to the other group about how they made a bomb and ready to tell them exactly what he thought happened.",309,31869,31879,['Heisenberg'],['Heisenberg']
Alex Wellerstein,Heisenberg,84,94,We don’t have to get rid of you if you’ll just work for us.” It’s not clear whether Heisenberg really wanted to give Hitler a bomb.,286,29119,29129,"['Heisenberg', 'Hitler']",['Heisenberg']
Alex Wellerstein,Klaus Fuchs,89,100,"What he also did was he often took the intelligence information that they got from, say, Klaus Fuchs or Ted Hall at Los Alamos, and they would rewrite it as if it had been created by a Soviet lab, one that nobody had heard of—you know, Lab Number 456, you know—all these labs with just various code names.",201,20301,20312,"['Klaus Fuchs', 'Ted Hall']",['Klaus Fuchs']
Alex Wellerstein,Little,30,36,This is what we used to build Little Boy bomb and the reactors.,155,16116,16122,['Little Boy'],['Little Boy']
Alex Wellerstein,Niels,69,74,"He came up with the Heisenberg Uncertainty Principle, he worked with Niels Bohr in Copenhagen, he was one of the great physicists of the twentieth century, and we still use his name all the time.",280,28230,28235,['Niels Bohr'],['Niels Bohr']
Alex Wellerstein,Otto Hahn,28,37,"So some of the scientists – Otto Hahn, who discovered fission, so he’s sort of the great, great grandfather of the bomb, in a way, was despondent, even talked of suicide.",303,30863,30872,['Otto Hahn'],['Otto Hahn']
Alex Wellerstein,Stalin,38,44,"He was a KGB guy, he was in charge of Stalin’s purges, he was a rapist.",189,19086,19092,['Stalin'],['Stalin']
Alex Wellerstein,Stalin,55,61,"He also knew if he failed, he’d be in big trouble with Stalin himself.",211,21303,21309,['Stalin'],['Stalin']
Alex Wellerstein,Truman,37,43,That’s something that even President Truman found completely flabbergasting.,76,8550,8556,['Truman'],['Truman']
Alex Wellerstein,Truman,86,92,"Then, they played for them the BBC radio announcement of the bombing of Hiroshima and Truman’s announcement.",300,30727,30733,['Truman'],['Truman']
Alex Wellerstein,Werner,83,89,One of the top nuclear physicists in the world at the beginning of World War II is Werner Heisenberg.,278,28065,28071,['Werner Heisenberg'],['Werner Heisenberg']
Alex Wellerstein,Werner,0,6,"Werner Heisenberg was, in the 1920s, one of the creators of quantum mechanics.",279,28083,28089,['Werner Heisenberg'],['Werner Heisenberg']
Alex Wellerstein,Werner,43,49,"One of the most interesting reactions from Werner Heisenberg, who was by far the best physicist in the room and by far the most eminent in the room.",306,31515,31521,['Werner Heisenberg'],['Werner Heisenberg']
Alex Wellerstein,Werner,1,7,"[Werner] Heisenberg, the great scientist of his age, was living in Germany, and Hitler had a penchant for fantastical weapons.",217,21750,21756,"['Werner] Heisenberg', 'Hitler']",['Werner] Heisenberg']
Alexander Klementiev,Alexander Klementiev,15,35,I have with me Alexander Klementiev.,2,98,118,['Alexander Klementiev'],['Alexander Klementiev']
Alexander Klementiev,Alexander Klementiev,11,31,My name is Alexander Klementiev – K-L-E-M-E-N-T-I-E-V.,5,211,231,['Alexander Klementiev'],['Alexander Klementiev']
Alexander Klementiev,Lind,28,32,It was Professor [Christer] Lindquist who provided me this data.,256,16237,16241,['Christer] Lindquist'],['Christer] Lindquist']
Alexander Klementiev,Kelly,10,15,"I’m Cindy Kelly, Atomic Heritage Foundation.",1,49,54,['Cindy Kelly'],['Cindy Kelly']
Alexander Klementiev,Cynthia,9,16,"This is, Cynthia, what I found in my vision of the world.",109,7161,7168,['Cynthia'],['Cynthia']
Alexander Klementiev,Demo,42,46,The lab was called Radio Epidemiology and Demography.,40,2633,2637,['Demography'],['Demography']
Alexander Klementiev,Stewart,56,63,"The next one was done by the physicist in Florida, Doug Stewart.",154,10204,10211,['Doug Stewart'],['Doug Stewart']
Alexander Klementiev,Stewart,51,58,"What was the output of my model, I sent it to Doug Stewart to Florida.",179,11724,11731,['Doug Stewart'],['Doug Stewart']
Alexander Klementiev,Drew,7,11,"It was Drew Simonson and the other doctors, and they wanted me to join them because they needed some Russian who could help them with their contacts.",67,4926,4930,['Drew Simonson'],['Drew Simonson']
